index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
19735;31321;2626608;-286.122.930.049.888;-48.864.333.629.606.700;UNIDADE SAUDE DA FAMILIA 001;RUA AMAPA;0;CAMACHO;(46)6240198;88715000.0;SC;Jaguaruna;2016;5;-28.613.662;-488.636.036;R. Amapá, 350 - Camacho, Jaguaruna - SC, 88715-000, Brazil
19737;31319;2610329;-28.618.279.695.509.900;-490.296.220.779.405;CENTRO ESPECIALIZADO DE SAUDE;RUA ERNESTO LACOMB;55;CENTRO;(48)6240198;88715000.0;SC;Jaguaruna;2016;5;-28.618.173;-490.257.937;R. Cel. Ernesto Lacombe, 55, Jaguaruna - SC, 88715-000, Brazil
19738;31556;6832474;-26.819.654.703.139.500;-49.086.699.485.777.300;ESF GUSTAVO FROELICH BARROSO;RUA JOAO KRAUSE;56;ITOUPAVA CENTRAL;(47) 3323-3413;89062290.0;SC;Blumenau;2016;5;-268.196.756;-490.866.767;R. João Krause, 56 - Itoupava Central, Blumenau - SC, 89062-290, Brazil
19741;31479;4056922;-24.714.000.000.000.000;-53.743;POSTO DE SAUDE SAO LUIZ DO OESTE;R PRESIDENTE KENNEDY;S/N;SAO LUIZ DO OESTE;3280-1117;85910000.0;PR;Toledo;2016;5;-24.732.152;-5.355.945.999.999.990;Rua Presidente Kennedy, S/N Distrito de São Luiz - d'Oeste, Toledo - PR, 85921-000, Brazil
19743;31431;3284530;-26.836.831.569.670.800;-49.102.363.586.424.300;ESF MARTIN VOLLES I;RUA FRANZ VOLLES;1121;ITOUPAVA CENTRAL;(47) 3381-6664;89066100.0;SC;Blumenau;2016;5;-268.368.447;-4.910.198.339.999.990;R. Franz Volles, 1121 - Itoupava Central, Blumenau - SC, 89066-100, Brazil
19744;31274;2512653;-26.800.664.663.314;-4.908.687.114.715.420;AMBULATORIO GERAL GUILHERME JENSEN ITOUPAVA CENTRAL;RUA DOUTOR PEDRO ZIMMERMANN;8544;ITOUPAVA CENTRAL;(47) 3381-6700;89069000.0;SC;Blumenau;2016;5;-267.998.462;-4.908.714.639.999.990;Rua Dr. Pedro Zimmermann, 8544 - Itoupava Central, Blumenau - SC, 89069-000, Brazil
19745;31291;2513285;-269.906.951;-490.892.906;ESF ARTHUR RIEDEL;RUA BRUNO SCHREIBER;2315;PROGRESSO;(47) 3381-6751;89027400.0;SC;Blumenau;2016;5;-26.995.279;-491.050.468;R. Bruno Schreiber, 2315 - Progresso, Blumenau - SC, 89027-400, Brazil
19749;31437;3435164;-26.916.107.705.306.600;-490.576.308.843.612;ESF TEREZA LESZCOWICZ I;RUA PHILIPP BAULER;2155;ITOUPAVAZINHA;(47) 3381-6280;89066570.0;SC;Blumenau;2016;5;-268.551.304;-491.322.073;R. Philipp Bauler, 2155 - Testo Salto, Blumenau - SC, 89074-300, Brazil
19750;31474;4053397;-234.095.888.739.513;-5.337.387.940.578.870;POSTO DE SAUDE DE HERCULANDIA;AV PRINCIPAL;S/N;CENTRO;(44)3666-1208;87525000.0;PR;Ivaté;2016;5;-234.090.724;-533.721.383;Ivaté, PR, 87525-000, Brazil
19752;31293;2513315;-26.916.107.705.306.600;-490.576.308.843.612;ESF ENFERMEIRA TANIA LEITE;RUA FRANCISCO BENIGNO;55;PROGRESSO;(47) 3381-6122;89027700.0;SC;Blumenau;2016;5;-26.997.814;-490.618.787;R. Francisco Benígno - Progresso, Blumenau - SC, Brazil
19754;31289;2513242;-26.916.107.705.306.600;-490.576.308.843.612;ESF NORBERTO SPRUNG;RUA PROF HERMANN LANGE;2268;FIDELIS;(47) 3323-6706;89060300.0;SC;Blumenau;2016;5;-268.302.764;-490.615.005;R. Prof. Herman Lange, 2268 - Fidélis, Blumenau - SC, 89060-300, Brazil
19757;31376;2737353;-24.956;-53.455;USF SANTA BARBARA;BR 277 KM 564;S/N;SANTA BARBARA;(45) 3220-6711;85819000.0;PR;Cascavel;2016;5;-24.972.366;-5.348.424.300.000.000;Rodovia Br 277, Km 565, Cascavel - PR, 85810-020, Brazil
19761;31492;5116503;-26.916.107.705.306.600;-490.576.308.843.612;ESF HASSO ROLF MULLER II;RUA ROBERTO KOCH;78;FORTALEZA;(47) 3381-6699;89055580.0;SC;Blumenau;2016;5;-268.809.686;-490.550.745;R. Roberto Koch, 78 - Tribess, Blumenau - SC, 89055-580, Brazil
19763;31359;2736799;-24.956;-53.455;UBS FACULDADE;RUA UNIVERSITARIA;S/N;FACULDADE;(45) 3902-1870;85819110.0;PR;Cascavel;2016;5;-249.863.421;-5.344.395.609.999.990;R. Universitária - Universitário, Cascavel - PR, Brazil
19773;31348;2728982;-22.992.087.531.233.300;-5.119.414.503.289.470;CS SANTA MARGARIDA;RUA MARINS A CAMARGO;232;SANTA MARGARIDA;(43)32422836;86130000.0;PR;Bela Vista do Paraíso;2016;5;-229.708.887;-512.090.907;Av. Dr. Marins A Camargo, 232 - Santa Margarida, Bela Vista do Paraíso - PR, 86130-000, Brazil
19775;31523;6050409;-247.622.422;-53.746.328.399.999.900;ESFSB SAO FRANCISCO;RUA AMERICO ANGELO SARTORI;70;SAO FRANCISCO;3378-6745;85915215.0;PR;Toledo;2016;5;-247.634.229;-537.394.567;R. Francisco Finkler, 70 - São Francisco, Toledo - PR, 85915-220, Brazil
19776;31484;4056981;-24.714.000.000.000.000;-53.743;ESF JARDIM PANORAMA;TRAVESSA ITARARE;S/N;PANORAMA;3055-8746;85911040.0;PR;Toledo;2016;5;-247.596.494;-537.355.603;Tv. Itararé - Jardim Panorama, Toledo - PR, Brazil
19779;31356;2736683;-24.956;-53.455;USF CASCAVEL VELHO;RUA ESTOCOLMO;791;CASCAVEL VELHO;(45) 3902-1777;85818290.0;PR;Cascavel;2016;5;-249.765.025;-534.269.494;R. Estocolmo, 791 - Cascavel Velho, Cascavel - PR, 85818-480, Brazil
19781;31547;6633773;-269.227.373.599.998;-49.098.694.324.491.900;ESF VALERIO JOSE STEIL I;RUA JOAO PESSOA;2929;VELHA;(47) 3328-6645;89036255.0;SC;Blumenau;2016;5;-269.227.738;-490.987.382;R. João Pessoa, 2929 - Velha, Blumenau - SC, 89036-001, Brazil
19782;31311;2572435;-25.101;-52.878;UNIDADE DE SAUDE ANSELMO FRANCISCO BAZZANEZI;RUA JACOB NOGUEIRA;270;JARDIM PLANALTO;(45)32322651;85400000.0;PR;Guaraniaçu;2016;5;-251.122.505;-5.285.077.649.999.990;559 - R. e, 471 - Cohapar, Guaraniaçu - PR, 85400-000, Brazil
19783;31309;2567121;-25.874.000.000.000.000;-50.383;UNIDADE BASICA DE SAUDE HIPOLITO NEPOMUCENO PINTO;RUA DOS IMIGRANTES;398;VILA AMERICANA;4239127068;83900000.0;PR;São Mateus do Sul;2016;5;-258.783.923;-504.143.373;R. do Progresso - Vila Americana, São Mateus do Sul - PR, 83900-000, Brazil
19784;31369;2736942;-24.956;-53.455;UBS SANTA FELICIDADE;RUA BENEDITO CAP L BRAGANCA;S/N;SANTA FELICIDADE;(45) 3902-2620;85803290.0;PR;Cascavel;2016;5;-249.950.255;-53.464.755;R. Benedito Lopes Bragança - Santa Felicidade, Cascavel - PR, 85803-290, Brazil
19790;31238;2418916;-272.958.805.567.379;-488.570.042.802.461;UNIDADE BASICA DE SAUDE ADERBAL JOSE ZUNINO;RUA GILSOM GERALDO SARTORI;411;CENTRO;(48)32657890;88240000.0;SC;São João Batista;2016;5;-272.723.242;-4.885.395.459.999.990;R. Gilson Geraldo Sartori, 411, São João Batista - SC, 88240-000, Brazil
19793;31210;2336529;-26.916.107.705.306.600;-490.576.308.843.612;ESF GERALDO SCHMIDT SOBRINHO II;RUA JOHANN SACHSE;S/N;SALTO DO NORTE;(47) 3381-6717;89070540.0;SC;Blumenau;2016;5;-268.675.428;-491.184.199;R. Johann Sachse - Salto Norte, Blumenau - SC, Brazil
19795;31377;2737361;-249.497.172;-5.346.131.020.000.000;USF SAO SALVADOR;SAO SALVADOR;S/N;ZONA RURAL;(45) 3324-3031;85824000.0;PR;Cascavel;2016;5;-259.564.076;-534.393.882;São Salvador, Ampére - PR, 85640-000, Brazil
19798;31374;2737019;-24.956;-53.455;UBS FLORESTA;RUA SIRIEMA;S/N;FLORESTA;(45) 3902-2638;85814560.0;PR;Cascavel;2016;5;-24.915.417;-5.342.366.089.999.990;R. Siriema - Floresta, Cascavel - PR, Brazil
19799;31522;6044301;-26.916.107.705.306.600;-490.576.308.843.612;ESF MARIA SCHLINDWEIN BAUNGARTNER I;RUA DA GLORIA;1993;GLORIA;(47) 3381-7549;89025301.0;SC;Blumenau;2016;5;-26.967.297;-4.905.195.399.999.990;R. da Glória, 1993 - Glória, Blumenau - SC, 89025-301, Brazil
19801;31554;6794165;-25.874.000.000.000.000;-50.383;POSTO DE SAUDE DA COLONIA EUFROZINA;COLONIA EUFROZINA;S/N;COLONIA EUFROZINA;;83900000.0;PR;São Mateus do Sul;2016;5;-258.681.839;-503.842.316;São Mateus do Sul, State of Paraná, 83900-000, Brazil
19806;31477;4056906;-24.714.000.000.000.000;-53.743;POSTO DE SAUDE DOIS IRMAOS;R 7 DE SETEMBRO;S/N;DOIS IRMAOS;3375-1282;85923000.0;PR;Toledo;2016;5;-246.120.475;-539.416.587;Toledo - State of Paraná, Brazil
19809;31434;3404935;-24.714.000.000.000.000;-53.743;POSTO DE SAUDE CONCORDIA DO OESTE;AV SANTO CAMPAGNOLO;S/N;CONCORDIA DO OESTE;3376-1204;85927500.0;PR;Toledo;2016;5;-247.150.759;-537.395.473;R. Santo Campagnolo - Vila Industrial, Toledo - PR, Brazil
19811;31347;2728974;-229.971.313.476.556;-511.908.817.291.245;UBS AUGUSTO MARQUES DE OLIVEIRA FILHO;RUA PAULO GASPARINE;649;JARDIM BELA VISTA;(43)32423543;86130000.0;PR;Bela Vista do Paraíso;2016;5;-229.796.914;-512.018.803;Rua Paulo Gasparini - Conj. Hab. Rosa Luppi Mutirao Dois, Bela Vista do Paraíso - PR, 86130-000, Brazil
19817;31283;2513137;-26.916.107.705.306.600;-490.576.308.843.612;ESF LOTHAR FRANZ;RUA HELMUTH SIEVERT;S/N;ITOUPAVA NORTE;(47) 3381-6107;89053610.0;SC;Blumenau;2016;5;-268.721.044;-490.828.853;R. Helmuth Sievert - Itoupava Norte, Blumenau - SC, 89053-660, Brazil
19824;31351;2730219;-237.151.771.915.552;-510.985.602.004.511;POSTO DE SAUDE VEREADOR OZIRES DE OLIVEIRA BORGES;ASSENTAMENTO AGUA DA PRATA;S/N;INCRA;43 3398-1981;86125000.0;PR;Tamarana;2016;5;-237.256.055;-510.957.577;Tamarana, State of Paraná, 86125-000, Brazil
19825;31335;2684020;-24.794.726.371.764.300;-499.966.335.296.616;UNIDADE DE SAUDE DA FAMILIA VILA RIO BRANCO;PRACA NOSSA SENHORA DO ROSARIO;S/N;RIO BRANCO;42-2122-5235;84172010.0;PR;Castro;2016;5;-247.942.481;-499.967.958;Igreja Nossa Senhora do Rosario - Vila Rio Branco, Castro - PR, 84172-040, Brazil
19834;31483;4056965;-24.714.000.000.000.000;-53.743;ESF NOVO SARANDI;R BELO HORIZONTE;S/N;NOVO SARANDI;3273-1224;85927000.0;PR;Toledo;2016;5;-245.655.239;-5.390.577.039.999.990;R. Belo Horizonte - Sarandi, Toledo - PR, Brazil
19839;31353;2734443;-232.340.089;-516.639.214;UNIDADE BASICA DE SAUDE DE SANTA ZELIA;RUA JOAO DANIEL MACHADO BENETTI;S/N;CENTRO;(44)32371132;86742000.0;PR;Astorga;2016;5;-232.400.211;-516.639.768;Astorga, State of Paraná, 86730-000, Brazil
19842;31387;2754258;-232.815.527.915.948;-52.608.869.075.773.600;NIS II ANEXO;RUA CASIMIRO DE ABREU;755;CENTRO;(44)4311195;87780000.0;PR;Paraíso do Norte;2016;5;-232.883.697;-526.024.817;R. Casemiro de Abreu, 755 - Centro, Paraíso do Norte - PR, 87780-000, Brazil
19845;31507;5492831;-26.916.107.705.306.600;-490.576.308.843.612;ESF IVANILDE BERNARDI;RUA PROFESSOR MATHEUS BRAGAGNOLO;865;ASILO;(47) 3381-6694;89037234.0;SC;Blumenau;2016;5;-269.052.716;-4.911.004.819.999.990;R. Prof. Matheus Bragagnolo, 865 - Escola Agrícola, Blumenau - SC, 89037-401, Brazil
19846;31302;2549786;-25.874.000.000.000.000;-50.383;POSTO DE SAUDE DO LAGEADO;LAGEADO;S/N;LAGEADO;;83900000.0;PR;São Mateus do Sul;2016;5;-260.392.285;-503.584.846;Lajeado, São Mateus do Sul - PR, 83900-000, Brazil
19849;31358;2736713;-24.956;-53.455;UBS CLAUDETE;AVENIDA TOLEDO;938;CLAUDETE;(45) 3902-2647;85811360.0;PR;Cascavel;2016;5;-249.456.524;-5.347.679.160.000.000;Avenida Toledo, 938 - Centro, Cascavel - PR, 85811-220, Brazil
19852;31339;2684306;-250.935.029.983.513;-504.796.886.444.077;POSTO DE SAUDE COLONIA ADELAIDE;COLONIA ADELAIDE;S/N;COLONIA ADELAIDE;4232421360;84450000.0;PR;Ipiranga;2016;5;-250.833.339;-50.484.903;Colonia Adelaide, Ipiranga - PR, 84450-000, Brazil
19854;31316;2584239;-25.814.381.218.421.300;-5.348.361.753.580.810;POSTO DE SAUDE SAO JOSE OPERARIO;R CEREJEIRA ESQUINA PITANGUEIRA;S/N;ZONA URBANA;(04)35421277;85650000.0;PR;Santa Izabel do Oeste;2016;5;-258.194.822;-5.347.520.830.000.000;R. Pitangueira, Santa Izabel do Oeste - PR, 85650-000, Brazil
19855;31365;2736861;-24.956;-53.455;UBS PALMEIRAS;RUA CUIABA;5423;ALTO ALEGRE;(45) 3902-1438;85805260.0;PR;Cascavel;2016;5;-249.609.215;-534.891.174;R. Cuiabá, 5423 - Alto Alegre, Cascavel - PR, 85805-260, Brazil
19861;31266;2491699;-285.273.849.964.134;-489.655.065.536.485;UBS MATO ALTO THEREZA ROSIK GONCALVES;RUA GERAL DA MADRE;S/N;MADRE;(48) 3632-2042;88706100.0;SC;Tubarão;2016;5;-285.305.171;-489.448.182;Estr. Geral da Me., Tubarão - SC, Brazil
19865;31315;2584220;-25.820.999.999.999.900;-53.483.999.999.999.900;POSTO DE SAUDE SAO JUDAS STA IZABEL DO OESTE;LINHA SAO JUDAS;S/N;ZONA RURAL;;85650000.0;PR;Santa Izabel do Oeste;2016;5;-258.223.495;-534.782.003;Santa Izabel do Oeste - State of Paraná, 85650-000, Brazil
19867;31532;6349781;-28.480.033.947.850.100;-49.005.268.077.024.400;UBS VILA ESPERANCA DRA DIELLY CUNHA DE CARVALHO;RUA JOAO FERNANDES LIMA;S/N;HUMAITA DE CIMA;(48) 3632-7864;88708300.0;SC;Tubarão;2016;5;-284.640.682;-4.901.735.619.999.990;R. João Fernandes Lima - Humaitá de Cima, Tubarão - SC, Brazil
19870;31338;2684292;-25.013.022.828.232.100;-50.581.240.134.390.600;POSTO DE SAUDE SAO BRAZ;SAO BRAZ;S/N;SAO BRAZ;4232421360;84450000.0;PR;Ipiranga;2016;5;-250.253.304;-505.835.338;Ipiranga, Paraná, Ipiranga - State of Paraná, 84450-000, Brazil
19871;31278;2512742;-26.916.107.705.306.600;-490.576.308.843.612;ESF ARMANDO ODEBRECHT II;RUA PROF JACOB INEICHEN;S/N;ITOUPAVAZINHA;(47) 3323-6702;89066600.0;SC;Blumenau;2016;5;-268.458.464;-491.150.986;R. Prof. Jacob Ineichen - Itoupavazinha, Blumenau - SC, Brazil
19874;31361;2736829;-249.815.977;-53.469.465.500.000.000;USF JUVINOPOLIS;RUA TRES MENINAS;S/N;DISTRITO JUVINOPOLIS;(45) 3239-1170;85821000.0;PR;Cascavel;2016;5;-252.596.292;-533.416.979;Juvinópolis, Cascavel - PR, Brazil
19876;31491;5114470;-26.916.107.705.306.600;-490.576.308.843.612;ESF FRANZ ZIMDARS;RUA ERWIN MANSKE;4571;ITOUPAVA REGA;(47) 3381-7155;89075505.0;SC;Blumenau;2016;5;-267.088.385;-4.908.152.630.000.000;R. Erwin Manzke, 4571, Blumenau - SC, Brazil
19877;31267;2491737;-28.480.033.947.850.100;-49.005.268.077.024.400;UBS SAO CRISTOVAO;RUA JOSE BOTEGA;533;SAO CRISTOVAO;(48) 3632-3750;88701970.0;SC;Tubarão;2016;5;-28.530.438;-49.058.552;R. José Botega, 533 - São Cristóvão, Tubarão - SC, 88703-400, Brazil
19878;31357;2736691;-24.956;-53.455;USF CATARATAS;RUA ASCELINO DE ALMEIDA;324;CATARATAS;(45) 3902-1429;85818610.0;PR;Cascavel;2016;5;-249.621.393;-5.340.222.809.999.990;R. Acelino de Almeida, 324 - Cataratas, Cascavel - PR, 85818-610, Brazil
19882;31318;2610302;-28.703.455.924.987;-49.126.203.060.148.700;POSTO DE SAUDE DE POCOS;ESTRADA GERAL;0;POCOS;(48)6240198;88715000.0;SC;Jaguaruna;2016;5;-28.75;-49.2;Estrada Geral Olho D'Água - s/n, Jaguaruna - SC, 88715-000, Brazil
19883;31496;5169860;-245.145.320.892.327;-497.775.936.126.694;UNIDADE DE APOIO RURAL FUNDAO;ESTRADA MUNICIPAL;S/N;FUNDAO;;84240000.0;PR;Piraí do Sul;2016;5;-25.8;-5.198.333.299.999.990;Fundão, Reserva do Iguaçu - PR, 85195-000, Brazil
19887;31546;6633765;-26.914.433.240.889.600;-491.040.802.001.939;ESF JOVINO INACIO CARDOSO III;RUA MARIA POPPER;S/N;AGUA VERDE;(47) 3381-6111;89037300.0;SC;Blumenau;2016;5;-269.126.043;-491.046.134;R. Maria Popper - Água Verde, Blumenau - SC, Brazil
19890;31229;2385546;-283.276.462.554.923;-49.063.696.861.265.700;PSF UNIDADE DE SAUDE ENERGIA DAS AGUAS;CASA;S/N;TERMAS;(04)86422188;88735000.0;SC;Gravatal;2016;5;-28.325.988;-49.064.798;Rua Hercílio Zappelini, 44 - Termas Do Gravatal, Gravatal - SC, 88735-000, Brazil
19894;31350;2730316;-22.699.620.723.723.600;-516.404.199.600.205;UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA;RUA ETORE DE ANTONIO;S/N;CENTRO;(43)36121142;86635000.0;PR;Lupionópolis;2016;5;-227.557.752;-516.581.583;Lupionópolis - State of Paraná, 86635-000, Brazil
19900;31279;2512769;-26.916.107.705.306.600;-490.576.308.843.612;ESF GILSON PIVA;RUA JARDIM GERMANICO;S/N;ITOUPAVAZINHA;(47) 3381-6101;89066321.0;SC;Blumenau;2016;5;-268.557.066;-490.942.337;R. Jardim Germânico - Itoupavazinha, Blumenau - SC, 89069-001, Brazil
19901;31287;2513226;-26.916.107.705.306.600;-490.576.308.843.612;ESF GUSTAVO TRIBESS I;RUA HERMANN TRIBESS;1975;FORTALEZA;(47) 3381-6126;89057300.0;SC;Blumenau;2016;5;-268.698.924;-490.494.838;Rua Hermann Tribess, 1975 - Fortaleza, Blumenau - SC, 89060-060, Brazil
19905;31544;6633749;-269.100.236.892.692;-491.200.876.235.948;ESF AUGUSTO CESAR VIANA I;RUA GENERAL OSORIO;2677;AGUA VERDE;(47) 3328-6694;89041001.0;SC;Blumenau;2016;5;-269.102.392;-491.202.259;R. Gen. Osório, 2677 - Velha, Blumenau - SC, 89041-001, Brazil
19906;31334;2683644;-25.092.547;-501.614.420.592.942;UNIDADE DE SAUDE DA FAMILIA SILAS SALLEN;RUA RODRIGO SILVA;989;VILA CLAUDIONORA;(42)39017054;84030040.0;PR;Ponta Grossa;2016;5;-25.086.535;-50.116.411;Rua Rodrigo Silva - Uvaranas- Vila Claudionora, Ponta Grossa - PR, 84030-040, Brazil
19907;31301;2549778;-25.874.000.000.000.000;-50.383;UNIDADE BASICA DE SAUDE DA VILA PALMEIRINHA;RUA TEODORO RUTKIEWICZ;452;VILA PALMEIRINHA;4239127071;83900000.0;PR;São Mateus do Sul;2016;5;-258.954.915;-503.737.656;R. Anatólio Maciel, 252, São Mateus do Sul - PR, 83900-000, Brazil
19911;31495;5169852;-24.503.320.455.550.300;-49.635.050.296.782;UNIDADE DE APOIO RURAL BOA VISTA;ESTRADA MUNICIPAL;S/N;BOA VISTA;;84240000.0;PR;Piraí do Sul;2016;5;-245.392.476;-499.409.775;Piraí do Sul - State of Paraná, 84240-000, Brazil
19912;31367;2736888;-24.956;-53.455;UBS PARQUE SAO PAULO;RUA CELSO ESPERANCA;S/N;PARQUE SAO PAULO;(45) 3902-1884;85810100.0;PR;Cascavel;2016;5;-249.793.116;-5.345.653.470.000.000;R. Célso Esperança - Parque São Paulo, Cascavel - PR, Brazil
19914;31511;5703565;-24.789.023;-500.055.752;UNIDADE DE SAUDE DA FAMILIA LINEU AURELIO SALGADO;WENCESLAU BRAZ;S/N;VILA RIO BRANCO;42-2122-5249;84172500.0;PR;Castro;2016;5;-247.946.453;-499.918.687;R. Venceslau Braz - Vila Rio Branco, Castro - PR, Brazil
19915;31312;2573091;-25.094.739.999.999.900;-528.677;UNIDADE DE SAUDE DR CLOVIS LUIZ SARDI;ISAURA DE OLIVEIRA;S/N;JARDIM REAL;(45)32321404;85400000.0;PR;Guaraniaçu;2016;5;-25.105.437;-528.550.368;R. Isaura Alves de Oliveira, Guaraniaçu - PR, 85400-000, Brazil
19919;31482;4056957;-24.714.000.000.000.000;-53.743;UBS VILA NOVA;R PRUDENTE DE MORAES;S/N;VILA NOVA;3269-1021;85900110.0;PR;Toledo;2016;5;-245.771.909;-537.991.141;R. Prudente de Morães - Vila Nova, Toledo - PR, Brazil
19941;31810;2758229;-28.640.466.928.481.100;-494.187.998.771.653;UNIDADE BASICA DE SAUDE SAO MARCOS;RUA MANUEL ANTONIO FERREIRA;S/N;SAO MARCOS;(48)34458452;88810000.0;SC;Criciúma;2016;5;-286.453.041;-494.228.496;r Manoel Antônio Ferreira - s/n, Criciúma - SC, Brazil
19948;31725;2497263;-28.350.026.607.512.600;-492.911.911.010.728;UNIDADE SAO ROQUE ESF;RUA SAO FRANCISCO;118;BARRO VERMELHO;(48)38860190;88870000.0;SC;Orleans;2016;5;-283.490.004;-492.957.334;R. Francisco Badziaki, 118 - Aires Rodrigues, Orleans - SC, 88870-000, Brazil
19950;31735;2512173;-26.196.330.785.750.600;-493.934.583.663.926;ESTRATEGIA SAUDE DA FAMILIA 12;ADELIA LILI SCHNEIDER;30;MATO PRETO;47 36263395;89285030.0;SC;São Bento do Sul;2016;5;-261.956.269;-493.936.808;R. Adélia Lili Schneider - Mato Preto, São Bento do Sul - SC, Brazil
19954;31742;2590395;-24.246.590.137.480.900;-515.650.177.001.938;POSTO DE SAUDE DE JACUTINGA;RUA IVAIPORA;S/N;JACUTINGA;;86870000.0;PR;Ivaiporã;2016;5;-242.489.079;-515.642.257;R. Ivaipora, Ivaiporã - PR, 86870-000, Brazil
19958;31842;3034119;-28.360.468.966.285.500;-492.914.262.911.017;UNIDADE PADRE SANTOS SPRICIGO ESF;RUA RUI BARBOSA;10;CENTRO;(48)348860191;88870000.0;SC;Orleans;2016;5;-283.584.173;-492.933.159;R. Rui Barbosa, 10 - Centro, Orleans - SC, 88870-000, Brazil
19972;31658;2306107;-264.904.843.494.135;-490.762.988.228.022;UNIDADE BASICA DE SAUDE JAQUELINE FRANCENER;RUA JOAO SANSON;156;ILHA DA FIGUEIRA;47 3370 4014;89258670.0;SC;Jaraguá do Sul;2016;5;-264.899.148;-4.903.927.909.999.990;R. João Sansom, 156 - Ilha da Figueira, Jaraguá do Sul - SC, 89258-670, Brazil
19974;31764;2660938;-28.715.770.000.000.000;-4.944.542;PS SANTA LIBERA PSF;ESTRADA GERAL;S/N;SANTA LIBERA;(48) 4631082;88850000.0;SC;Forquilhinha;2016;5;-2.875.661.569.999.990;-493.903.128;Estrada Geral, Criciúma - SC, Brazil
19976;31699;2419882;-28.673.572.252.674.600;-49.365.939.558.822.200;UNIDADE BASICA DE SAUDE MILANESE;RUA SERGIO BEHENCK EVALDT;S/N;MILANESE;48-3445-8422;88804520.0;SC;Criciúma;2016;5;-286.989.265;-493.889.502;R. Sérgio Behenck Evaldt - Milanese, Criciúma - SC, 88804-000, Brazil
19983;31921;2436507;-27.458.000.000.000.000;-51.879;POSTO DE SAUDE VOLTA GRANDE;LINHA VOLTA GRANDE;1;INTERIOR;(49)34558040;89730000.0;SC;Alto Bela Vista;2016;5;-274.573.231;-5.188.090.589.999.990;Volta Grande, Alto Bela Vista - SC, 89730-000, Brazil
19989;31659;2306115;-265.040.659.904.472;-491.127.276.420.579;UNIDADE BASICA DE SAUDE RENATO PRADI CAIC;RUA CARLOS TRIBESS;150;SAO LUIS;(47)3370 8710;89253535.0;SC;Jaraguá do Sul;2016;5;-26.504.704;-491.123.078;R. Carlos Tribes, 150 - São Luís, Jaraguá do Sul - SC, 89253-535, Brazil
19998;31654;2305747;-264.960.837.364.189;-49.116.289.615.629.700;UNIDADE BASICA DE SAUDE CLAUDEMIR JOSE WITKOSKI;RUA IRMAO LEANDRO;3265;ANA PAULA;47 3376 1283;89252470.0;SC;Jaraguá do Sul;2016;5;-264.952.597;-491.132.984;R. Irmão Leandro, 3265 - Tifa Martins, Jaraguá do Sul - SC, 89253-750, Brazil
20003;31841;3034100;-28.360.468.966.285.500;-492.914.262.911.017;UNIDADE SAO FRANCISCO ESF;RUA JOAO FRANCISCO CARDOSO;57;NOVA ORLEANS;(48) 38860193;88870000.0;SC;Orleans;2016;5;-28.358.643;-492.882.404;Orleans, State of Santa Catarina, 88870-000, Brazil
20005;31633;2224216;-298.469.674.587.241;-502.442.121.505.723;POSTO DE SAUDE ARROIO DAS PEDRAS;BR 101 KM 93;0;ARROIO DAS PEDRAS;36012579;95520000.0;RS;Osório;2016;5;-301.483.437;-505.139.753;BR-101, Brazil
20009;31638;2224283;-298.956.120.014.182;-50.318.369.865.416;POSTO DE SAUDE LARANJEIRAS;RS 030;4056;LARANJEIRAS;36639267;95520000.0;RS;Osório;2016;5;-29.894.986;-503.243.734;RS-030, 4056 - Laranjeiras, Osório - RS, 95520-000, Brazil
20014;31657;2305917;-26.482.865.810.393.500;-4.905.897.617.339.940;UNIDADE BASICA DE SAUDE DR ALVARO BATALHA;RUA DONA MATILDE;375;VILA LALAU;47 3371 8243;89256280.0;SC;Jaraguá do Sul;2016;5;-264.828.825;-490.589.922;R. Dona Matilde, 375 - Vila Lalau, Jaraguá do Sul - SC, 89256-280, Brazil
20015;31840;3029239;-29.802.690.000.000.000;-5.576.591;ESF NOVA BRASILIA;RUA IZABEL GARAIALDI PERES;135;NOVA BRASILIA;55 39611061;97546140.0;RS;Alegrete;2016;5;-298.005.581;-557.711.823;R. Isabel Garaialde Péres, 135 - Nova Brasília, Alegrete - RS, 97546-085, Brazil
20017;31874;3272966;-265.467.989.444.725;-491.571.235.656.724;UNIDADE BASICA DE SAUDE CIRILO REINKE;RUA GEORG REINKE 863;863;RIO DA LUZ;47 3276 3163;89255000.0;SC;Jaraguá do Sul;2016;5;-265.434.886;-4.916.082.979.999.990;R. Georg Reinke, 863 - Rio da Luz, Jaraguá do Sul - SC, Brazil
20023;31809;2754185;-231.571.841.239.922;-533.715.820.312.485;NIS I SANTA ESMERALDA;AV PARANA;S/N;SANTA ESMERALDA;;87920000.0;PR;Santa Cruz de Monte Castelo;2016;5;-229.611.778;-532.885.412;Av. Paraná, Santa Cruz de Monte Castelo - PR, 87920-000, Brazil
20025;31756;2647346;-28.651.490.000.000.000;-4.941.749;UNIDADE BASICA DE SAUDE LARANJINHA;RUA CAETANO RONCHI;S/N;LARANJINHA;48-34458505;88818680.0;SC;Criciúma;2016;5;-286.513.882;-4.941.726.689.999.990;R. Caetano Ronchi - Laranjinha, Criciúma - SC, Brazil
