index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
22445;34129;2529718;-702.696.265.716.848;-4.548.483.143.022.020;UNIDADE BASICA DE SAUDE ALICE FARIAS;RUA DA SAUDE;S/N;VILA CARDOSO;(99)935478822;65840000.0;MA;São Raimundo das Mangabeiras;2016;5;-70.243.075;-454.729.987;R. da Saude, São Raimundo das Mangabeiras - MA, 65840-000, Brazil
22446;34247;3878376;-924.658.310.830.328;-36.020.033.533.173.100;POSTO DE SAUDE CONJUNTO JOAO LYRA;CONJUNTO RAIMUNDO NONATO;S/N;PLATOR I;82 3280 1295;57830000.0;AL;Branquinha;2016;5;-92.523.021;-359.984.938;Branquinha - State of Alagoas, 57830-000, Brazil
22449;34091;2422913;-10.123.489.592.239;-37.099.649.952.805.700;USF DO POVOADO MATA GRANDE;POVOADO;S/N;ZONA RURAL;;49870000.0;SE;Itabi;2016;5;-101.252.379;-371.058.942;Itabi, SE, 49870-000, Brazil
22451;34062;2363356;-731.670.010.077.818;-36.658.324.443.925.000;UBSF FRANCISCO AIRES DE QUEIROZ;RUA EUCLIDES ALVES CALUETE;S/N;CENTRO;(83)33542462;58575000.0;PB;Parari;2016;5;-73.182.377;-366.551.409;R. Euclides Alves Caluete, Parari - PB, 58575-000, Brazil
22452;34368;2465531;-325.706;-4.564.999;UNIDADE BASICA DE SAUDE DO IGARAPE GRANDE;RUA GRANDE;S/N;POVOADO IGARAPE GRAN;;65365000.0;MA;Zé Doca;2016;5;-32.705.178;-456.557.468;Zé Doca, MA, 65365-000, Brazil
22455;34382;2461;-1.093.269;-37.077.220.000.000.000;US FERNANDO SAMPAIO CASTELO BRANCO;AV SAO JOAO BATISTA;986;PONTO NOVO;(79)3179-1095;49097000.0;SE;Aracaju;2016;5;-109.319.107;-370.790.317;Av. São João Batista, 986 - Ponto Novo, Aracaju - SE, 49097-000, Brazil
22456;34159;2664305;-411.284.565.925.586;-38.793.647.289.275;POSTO DE SAUDE DE PIRACICABA;DISTRITO DE PIRACICABA;S/N;CENTRO;3391174;62780000.0;CE;Palmácia;2016;5;-227.269.732;-476.505.632;Centro, Piracicaba - SP, Brazil
22459;34058;2363518;-7.390.201.335.755.120;-365.315.209.358.872;UBSF MALHADA DA ROCA;MALHADA DA ROCA;S/N;ZONA RURAL;(83)33559041;58590000.0;PB;São João do Cariri;2016;5;-7.304.061.099.999.990;-363.883.978;Malhada da Roca, São João do Cariri - PB, Brazil
22460;34115;2481804;-38.869.728.866.781.000;-384.451.218.386.123;UBASF DE TIMBU;ANTONIO F ABREU;7;TIMBU;2601164;61760000.0;CE;Eusébio;2016;5;-3.868.905.799.999.990;-384.358.592;R. Antônio Façanha de Abreu, 7 - Mangabeira, Eusébio - CE, 61760-000, Brazil
22461;34191;2721228;-9.220.479.726.791.100;-360.577.297.210.683;POSTO DE SAUDE SANTO ANTONIO DA BOA VISTA;FAZENDA SANTO ANTONIO DA BOA VISTA;S/N;NAO CONSTA;8232801223;57830000.0;AL;Branquinha;2016;5;-9.234.032.899.999.990;-360.240.861;Branquinha - State of Alagoas, Brazil
22462;34194;2721708;-894.908.308.982.823;-356.696.248.054.494;UNIDADE BASICA DE SAUDE FAZENDA ITAJUBA;FAZENDA ITAJUBA;S/N;ZONA RURAL;(82)2531156;57970000.0;AL;Novo Lino;2016;5;-89.772.762;-356.491.136;fazenda itajuba, Brazil
22464;34334;6704905;-938.567.081.154.627;-3.708.984.964.794.920;USF 04;AV FREI DAMIAO DE BOZZANO;S/N;CENTRO;;57560000.0;AL;Dois Riachos;2016;5;-93.888.269;-3.708.968.770.000.000;Av. Frei Damião de Bozano, Dois Riachos - AL, 57560-000, Brazil
22468;34108;2097;-806.276.248.305.241;-348.889.419.445.777;US 183 PSF SITIO DOS MACACOS;ESTRADA DOS MACACOS;47;GUABIRABA;(81) 33550214;52171215.0;PE;Recife;2016;5;-8.002.044.699.999.990;-349.599.654;Estr. dos Macacos, 47 - Corrego do Jenipapo, Recife - PE, 52171-011, Brazil
22470;34120;2482010;-44.954.408;-3.835.856.550.000.000;UBASF NOSSA SENHORA APARECIDA;AV RAIMUNDO SAMPAIO;S/N;PITOMBEIRAS;;62850000.0;CE;Cascavel;2016;5;-4.449.980.099.999.990;-383.368.095;Av. Raimundo Sampaio, Cascavel - CE, 62850-000, Brazil
22472;34059;2365669;-52.509.930.113.512.600;-42.210.321.962.161.000;USF ANTONIO FERREIRA PACIFICO;RUA DUQUE DE CAXIAS;105;CENTRO;(86)2561272;64360000.0;PI;Alto Longá;2016;5;-227.862.985;-433.053.106;Duque de Caxias, State of Rio de Janeiro, Brazil
22474;34365;8004803;-7.310.427.796.781.880;-389.431.567.662.076;POSTO DE SAUDE FREI DAMIAO;AVENIDA SANTANA;S/N;CENTRO;(88)5535112;63250000.0;CE;Milagres;2016;5;-7.314.826.699.999.990;-389.425.355;Av. Santana - Centro, Milagres - CE, 63250-000, Brazil
22482;34349;6927513;-414.591.193.199.146;-388.450.384.140.003;POSTO DE SAUDE 28 DE AGOSTO;RUA 28 DE AGOSTO;S/N;CENTRO;;62780000.0;CE;Palmácia;2016;5;-41.467.066;-38.846.789;R. Vinte e Oito de Agosto - Centro, Palmácia - CE, 62780-000, Brazil
22485;34400;2453304;-38.593.339.920.042.700;-461.877.679.824.816;UBS DE ALTAMIRA;POVOADO ALTAMIRA;S/N;CENTRO;(98)6641268;65398000.0;MA;Alto Alegre do Pindaré;2016;5;-38.628.489;-461.851.851;Altamira, Alto Alegre do Pindaré - MA, 65398-000, Brazil
22487;34320;6516211;-709.872.364.997.843;-396.800.422.668.446;UNIDADE BASICA DE SAUDE DA FAMILIA POPULARES PORTELINHA;RUA ANTONIA FERREIRA BARBOSA;100;CASAS POPULARES;(88)35461314;63165000.0;CE;Nova Olinda;2016;5;-70.917.903;-396.796.207;Nova Olinda, Ceará, Nova Olinda - State of Ceará, 63165-000, Brazil
22493;34187;2719649;-924.777;-3.601.644;CENTRO DE SAUDE FRANCISCO JOSE DA SILVA;RUA MARECHAL CASTELO BRANCO;S/N;CENTRO;(82)32801223;57830000.0;AL;Branquinha;2016;5;398.197.117;-74.964.662;6000 Castelo Branco, Portugal
22494;34231;3261549;-354.590.177.536;-45.247.836.112.974.700;UNIDADE SAUDE DA FAMILIA SANTA HELENA;POVOADO SANTA HELENA;S/N;CENTRO;(98) 6644220;65360000.0;MA;Monção;2016;5;-22.446.284;-452.903.755;Santa Helena, State of Maranhão, 65208-000, Brazil
22497;34092;2422948;-10.119.589.999.999.900;-37.105.090.000.000.000;UNIDADE DE SAUDE DA FAMILIA LAUDELINA FIGUEIREDO;RUA DO JOQUEI;555;CENTRO;(79)3141252;49870000.0;SE;Itabi;2016;5;-101.274.518;-371.070.892;Rua do Jóquei, 555, Itabi - SE, 49870-000, Brazil
22498;34090;2420414;-107.660.651.206.967;-381.545.948.982.228;USF DO POV AMARGOSA;POV AMARGOSA;S/N;AMARGOSA;;49490000.0;SE;Poço Verde;2016;5;-130.297.318;-3.960.207;Amargosa, State of Bahia, 45300-000, Brazil
22499;34354;6947859;-7.308.160.000.000.000;-3.894.361;PSF CASA PROPRIA;PEDRO LEITE DA CUNHA;S/N;EUCALIPTOS;;63250000.0;CE;Milagres;2016;5;-73.129.633;-389.510.992;Av. Pedro Leite da Cunha, Milagres - CE, 63250-000, Brazil
22502;34216;2793725;-389.735;-38.448.190.000.000.000;UBASF DE PEDRA;RUA NOVA ITALIA;26;PEDRA;2290772;61760000.0;CE;Eusébio;2016;5;-38.881.924;-384.955.373;R. Nova Itália, 26 - Pedra, Eusébio - CE, 61760-000, Brazil
22506;34157;2633248;-858.121;-3.687.829;UBSF COHAB JOAO FRANCISCO BEZERRA;COHAB 01;S/N;BOA VISTA;(87)38331178;55270000.0;PE;Venturosa;2016;5;-8.576.105.499.999.990;-368.747.234;Venturosa, State of Pernambuco, 55270-000, Brazil
22508;34297;6145264;-37.606.119.314.527.500;-4.082.140.520.118.670;CENTRO DE SAUDE DA FAMILIA DE VAZANTE;VAZANTE;S/N;VAZANTE;8.836.551.414;62340000.0;CE;Frecheirinha;2016;5;-179.925.074;-4.690.346.539.999.990;Vazante, State of Minas Gerais, 38780-000, Brazil
22509;34125;2520133;-12.845.078.215.025.000;-390.840.148.984.065;USF MANOEL CARDOSO;RUA BRIGIDO MERETE;S/N;CENTRO;(75)36283208;44550000.0;BA;São Felipe;2016;5;-148.350.076;-413.907.803;São Felipe, Tremedal - State of Bahia, 45170-000, Brazil
22512;34321;6566707;-720.953.935.099.687;-368.289.985.342.817;ESTRATEGIA SAUDE DA FAMILIA VI;CONJUNTO DA SOLIDARIEDADE;S/N;CONJUNTO;;58680000.0;PB;Taperoá;2016;5;-72.092.487;-368.217.413;CONJUNTO DA SOLIDARIEDADE, Taperoá, Paraíba - State of Paraíba, 58680-000, Brazil
22516;34298;6170633;-9.884;-36.829;UNIDADE DE SAUDE DA FAMILIA SETE CASAS;ASSENTAMENTO SETE CASAS;S/N;ZONA RURAL;;57360000.0;AL;Girau do Ponciano;2016;5;434.078.758;37.008.219;34200 Sète, France
22520;34070;2381028;-625.510.454.177.838;-379.965.162.277.211;POSTO DE SAUDE CAPIM GRANDE;ST CAPIM GRANDE;S/N;ZONA RURAL;(84)3840002;59960000.0;RN;Pilões;2016;5;-7.216.666.999.999.990;-36.0;Sítio Capim Grande, Campina Grande - PB, Brazil
22521;34363;2399;-1.094.028;-37.087.379.999.999.900;US MANOEL DE SOUZA PEREIRA SOL NASCENTE;RUA MARIA DO CARMO COSTA;S/N;JABOTIANA;(79)3179-2902;49095240.0;SE;Aracaju;2016;5;-109.684.286;-370.643.948;R. Maria do Carmo Dias - Farolândia, Aracaju - SE, 49030-283, Brazil
22522;34130;2531828;-4.040.672.779.083.120;-452.362.060.546.862;UNIDADE DE SAUDE DA FAMILIA ROSENA SARNEY;RUA HUMBERTO DE CAMPOS;S/N;CENTRO;-98;65709000.0;MA;Satubinha;2016;5;-26.052.556;-43.463.896;Humberto de Campos - State of Maranhão, Brazil
22524;34325;6633226;-835.452.318.191.504;-352.381.539.344.777;UNIDADE DE SAUDE DA FAMILIA VALE VERDE;RUA 15 DE NOVEMBRO;284;VALE VERDE;;55500000.0;PE;Escada;2016;5;-8.353.474.499.999.990;-352.375.497;20 - Tv. Seis de Janeiro, 2 - Santo Antônio, Escada - PE, 55500-000, Brazil
22525;34396;2387239;-133.967.113.494.869;-389.403.533.935.536;UBS DA GAMBOA ALOYSIO PIMENTEL AGUIAR;RUA DE BAIXO;S/N;GAMBOA;(75) 3653-2027;45420000.0;BA;Cairu;2016;5;-133.996.789;-389.433.416;Gamboa, Cairu - BA, 45420-000, Brazil
22526;34076;2389606;-128.445.668.294.556;-392.241.718.630.857;USF COMERCIO DE JAGUARIPE 04;COMERCIO DE JAGUARIPE;S/N;ZONA RURAL;;44540000.0;BA;Conceição do Almeida;2016;5;-131.148.114;-388.929.609;Jaguaripe - State of Bahia, Brazil
22527;34140;2563037;-708.410.281.138.904;-39.679.485.472.664.300;UNIDADE BASICA DE SAUDE DA FAMILIA VILA ALTA;VILA ALTA;S/N;VILA ALTA;;63165000.0;CE;Nova Olinda;2016;5;-72.254.966;-394.100.645;Vila Alta, Crato - CE, Brazil
22530;34061;2342367;-708.909.633.845.497;-359.582.754.292.669;UBSF SEVERINA ARAUJO SOUZA;RUA SAO JOSE;S/N;CENTRO;(83)33811032;58145000.0;PB;Montadas;2016;5;-229.046.253;-431.744.762;R. São José - Centro, Rio de Janeiro - RJ, Brazil
22531;34153;2611333;-60.896.766.185.758.600;-40.681.943.893.431.300;POSTO DE SAUDE DE GAVIAO;DISTRITO DE GAVIAO;S/N;GAVIAO;8181253;63680000.0;CE;Parambu;2016;5;-60.853.575;-406.648.136;Gavião, Parambu - CE, 63680-000, Brazil
22535;34069;2381001;-627.868.652.343.732;-380.071.592.330.922;CENTRO DE SAUDE DE BALIZA;SITIO BALIZA;S/N;ZONA RURAL;(84)3840002;59960000.0;RN;Pilões;2016;5;0.0;0.0;Não encontrado
22537;34136;2100;-808.929;-3.490.379;US 187 PSF ILHA DE DEUS;RUA SAO JOSE;S/N;IMBIRIBEIRA;(81) 33556936;51150192.0;PE;Recife;2016;5;-80.867.802;-349.023.239;R. São José - Imbiribeira, Recife - PE, Brazil
22539;34066;2375303;-680.368.065.834.026;-365.838.718.414.296;POSTO DE SAUDE MAE MARIA;POVOADO BARRA;S/N;ZONA RURAL;(84) 3471-2829;59360000.0;RN;Parelhas;2016;5;-68.035.938;-365.834.835;Povoado Barra, Parelhas - RN, Brazil
22544;34128;2527324;-730.150.938.034.036;-388.862.800.598.133;POSTO DE SAUDE DA VILA FRONTEIRO;VILA FRONTEIRO;S/N;VILA CARNAUBA;0;63250000.0;CE;Milagres;2016;5;-7.299.355.599.999.990;-388.868.766;BR-116, 1123, Milagres - CE, 63250-000, Brazil
22545;34236;3519805;-104.498.997.629.294;-36.647.986.394.828.200;U S F PONTA DOS MANGUES;PONTA DOS MANGUES;S/N;ZONA RURAL;(79) 33431323;49970000.0;SE;Pacatuba;2016;5;-105.784.535;-366.538.521;Rod. SE-100 Povoado Junça Praia Ponta Dos Mangues - Zona Rural, Pacatuba - SE, 49970-000, Brazil
22548;34124;2499150;-67.271.620.493.217;-387.201.259.159.638;POSTO DE SAUDE DE JUREMA;DISTRITO JUREMA;S/N;SITIO JUREMA;88 35391221;63320000.0;CE;Baixio;2016;5;-37.681.577;-386.352.946;Jurema, Caucaia - CE, Brazil
22553;34379;2445;-109.599.781.036.374;-3.707.810.640.334.970;US HUMBERTO MOURAO GUIMARAES SAO CONRADO;RUA A;S/N;SAO CONRADO;(79)3179-1708;49042163.0;SE;Aracaju;2016;5;-109.606.615;-370.770.254;R. A - São Conrado, Aracaju - SE, 49042-163, Brazil
22554;34138;2552434;-418.282.228.275.994;-404.789.932.740.701;UNIDADE BASICA DE SAUDE DO CROATA DOS MARTINS;DISTRITO DE CROATA;S/N;CROATA;6372188;62265000.0;CE;Varjota;2016;5;-43.626.835;-409.990.597;Croatá - State of Ceará, Brazil
22561;34189;2720698;-92.148.041.725.156;-35.996.983.051.299;POSTO DE SAUDE FLOR DO MUNDAU;ASSENTAMENTO ZUMBI DOS PALMARES;S/N;NAO CONSTA;(82)2801223;57830000.0;AL;Branquinha;2016;5;-92.412.885;-360.124.103;Branquinha, AL, 57830-000, Brazil
22562;34074;2387298;-11.687.583.313.966.600;-41.765.492.231.986.700;UNIDADE DE SAUDE DA FAMILIA DE UMBURANA;POVOADO DE UMBURANA;S/N;POVOADO;;44890000.0;BA;Canarana;2016;5;-107.322.328;-413.240.453;Umburanas, BA, 44798-000, Brazil
22563;34360;2460823;-27.838.861.942.290.400;-448.488.306.999.194;POSTO DE SAUDE TUCUM;POV TUCUM;S/N;CENTRO;(98) 3830259;65235000.0;MA;São Bento;2016;5;-26.981.809;-44.829.323;São Bento, State of Maranhão, 65235-000, Brazil
22565;34197;2725029;-38.496.029.376.982.400;-384.495.735.168.446;UBASF DA ENCANTADA;RUA SANTO AMARO;2;ENCANTADA;2609152;61760000.0;CE;Eusébio;2016;5;-38.500.491;-384.481.955;R. Santo Amaro, 2 - Encantada, Eusébio - CE, 61760-000, Brazil
22566;34060;2366487;-923.654.108.934.563;-4.296.944.453.502.970;PS DE VARZEA BRANCA;PRACA SANTA TERESINHA;S/N;CENTRO;(86)5841108;64773000.0;PI;Várzea Branca;2016;5;-9.239.662;-4.296.468;Praca Santa Teresinha, Sn - Centro, Várzea Branca - PI, 64720-000, Brazil
22570;34222;3029506;-131.090.596.730.754;-391.072.887.299.307;UNIDADE DE SAUDE DA FAMILIA DO SAPE;ZONA RURAL;1;ZONA RURAL;(75)3647 2282;44490000.0;BA;Aratuípe;2016;5;-130.778.146;-390.008.878;Aratuípe - State of Bahia, Brazil
22571;34154;2611732;-60.276.103.019.712.600;-405.811.142.921.436;POSTO DE SAUDE DE NOVO ASSIS;DISTRITO DE NOVO ASSIS;S/N;NOVO ASSIS;8181048;63680000.0;CE;Parambu;2016;5;-60.269.301;-4.057.628.990.000.000;Novo Assis, Parambu - CE, 63680-000, Brazil
22572;34063;2373300;-414.898.177.452.437;-38.845.029.066.310.200;POSTO DE SAUDE DE GADO DOS FERROS;GADO DOS FERROS;S/N;CENTRO;3391174;62780000.0;CE;Palmácia;2016;5;-4.135.966;-389.081.194;Gado dos Ferros, Palmácia - CE, 62780-000, Brazil
22577;34075;2388804;-14.636.814.202.802.200;-395.523.042.559.244;UNIDADE DE SAUDE DA FAMILIA GILBERTO LYRIO;RUA ANTONIO VICENTE MAIA;S/N;DISTR DE ITAMOTINGA;(73)2411110;45638000.0;BA;Coaraci;2016;5;-145.852.438;-396.175.406;Av. Antônio Vicente Maia, Coaraci - BA, 45638-000, Brazil
22582;34263;5338719;-38.869.728.866.781.000;-384.451.218.386.123;UBASF AUTODROMO;AV LUIZA TAVORA;7;AUTODROMO;;61760000.0;CE;Eusébio;2016;5;-38.941.114;-3.846.191.049.999.990;Av. Luísa Távora, 7 - Autódromo, Eusébio - CE, 61760-000, Brazil
22583;34380;2301571;-130.351.482.201.811;-390.106.225.828.794;UNIDADE DE SAUDE DA FAMILIA SANTA RITA;CAMINHO DOS REMEDIOS;S/N;SANTA RITA;(75)36362713;44400000.0;BA;Nazaré;2016;5;0.0;0.0;Não encontrado
22586;34304;6197337;-73.504.221.439.359.400;-38.872.869.014.738.800;POSTO DE SAUDE DE CARNAUBA;SITIO CARNAUBA;S/N;ZONA RURAL;(88)35531364;63250000.0;CE;Milagres;2016;5;-6.966.667;-39.433.333;Sítio Carnaúba, Caririaçu - CE, 63220-000, Brazil
22588;34314;6391761;-723.729.729.652.384;-389.776.253.700.245;POSTO DE SAUDE SANTA CATARINA;SITIO SANTA CATARINA;S/N;ZONA RURAL;(88)35531364;63250000.0;CE;Milagres;2016;5;-48.572.568;-393.592.608;Santa Catarina, Quixeramobim - CE, 63800-000, Brazil
22589;34078;2389711;-12.778.020.322.423.500;-39.170.946.449.376.200;USF DR GUILHERME TRINDADE 02;LOTEAMENTO MARIA PASSOS CONI;S/N;BRASILIA;;44540000.0;BA;Conceição do Almeida;2016;5;-127.839.562;-391.701.842;Rua Maria Passos Coni Cícero Sena, Conceição do Almeida - BA, 44540-000, Brazil
22594;34127;2520656;-12.845.078.215.025.000;-390.840.148.984.065;USF GERMANA EUFROSINA;BARLAVENTO;S/N;ZONA RURAL;;44550000.0;BA;São Felipe;2016;5;-128.477.643;-390.889.134;São Felipe - State of Bahia, Brazil
22601;34262;5331471;-6.517.800.092.696.950;-40.782.001.018.523.000;POSTO DE SAUDE DE VILA ISABEL;VILA ISABEL;S/N;DISTRITO SEDE;;63680000.0;CE;Parambu;2016;5;-62.080.784;-406.908.879;Parambu, State of Ceará, 63680-000, Brazil
22603;34119;2481995;-403.987.884.521.473;-3.819.699.525.833.020;UBASF DA CAPONGA;AV LAURINDO DE PAULA SANTANA;S/N;CAPONGA;33342244;62850000.0;CE;Cascavel;2016;5;-40.404.807;-381.972.374;Caponga, Cascavel - CE, 62850-000, Brazil
22615;34116;2481898;-38.869.728.866.781.000;-384.451.218.386.123;UBASF DE TAMATANDUBA;RUA IZILDO JOSE CAMPINA;20;TAMATANDUBA;2605088;61760000.0;CE;Eusébio;2016;5;-3.872.030.799.999.990;-384.734.783;R. Izildo José Campinas, 20 - Tamatanduba, Eusébio - CE, 61760-000, Brazil
22618;34332;6703232;-14.636.814.202.802.200;-395.523.042.559.244;USF ADAUTO RIBEIRO SACRAMENTO;RUA SAO PAULO;381;CEMITERIO;7332411110;45638000.0;BA;Coaraci;2016;5;-146.367.652;-3.954.674.989.999.990;R. São Paulo, 381, Coaraci - BA, 45638-000, Brazil
22620;34361;2364;-10.897.182.226.180.600;-37.057.313.919.066.200;US CANDIDA ALVES SANTO ANTONIO;RUA SAO JOAO;S/N;SANTO ANTONIO;(79) 3179-2413;49061100.0;SE;Aracaju;2016;5;-108.994.251;-370.554.917;Rua São João - Industrial, Aracaju - SE, 49071-150, Brazil
22621;34150;2605023;-773.924;-3.799.536;UBS PSF CACHOEIRA DE MINAS;POVOADO CACHOEIRA DE MINAS;S/N;POVOADO;(83)99387398;58755000.0;PB;Princesa Isabel;2016;5;-7.631.032.899.999.990;-380.637.249;Cachoeira de Minas - Unnamed Road, 58755-000, São José de Princesa - PB, Brazil
22626;34223;3046680;-12.845.078.215.025.000;-390.840.148.984.065;USF ISIDORIO PEREIRA;FAZENDA SOBRADINHO;S/N;ZONA RURAL;;44550000.0;BA;São Felipe;2016;5;-94.704.636;-407.999.896;Sobradinho - State of Bahia, Brazil
22628;34118;2481960;-414.722.084.999.072;-383.307.194.709.767;UBASF DE GUANACES;RUA ISAAC BENICIO;S/N;GUANACES;;62850000.0;CE;Cascavel;2016;5;-41.442.419;-383.311.343;R. Isaac Benício, Cascavel - CE, 62850-000, Brazil
22630;34196;2723794;-474.453;-3.795.623;UNIDADE BASICA DE SAUDE SEDE;AVENIDA SIMPLICIO DE PAULA GALVAO;S/N;CENTRO;(88) 4151131;62910000.0;CE;Palhano;2016;5;-47.019.543;-380.419.836;Palhano - State of Ceará, Brazil
22636;34193;2721686;-893.501.758.575.414;-356.562.995.910.634;UNID BASICA DE SAUDE TERTULIANO TURIBIO DE ARAUJO;FAZENDA TOMBADOR;S/N;ZONA RURAL;(82)2531156;57970000.0;AL;Novo Lino;2016;5;-8.942.327.299.999.990;-356.643.232;Novo Lino, AL, 57970-000, Brazil
22638;34088;2420376;-107.255.637.645.718;-3.808.208.942.413.220;USF POV SAO JOSE;POV SAO JOSE;S/N;ZONA RURAL;;49490000.0;SE;Poço Verde;2016;5;-107.269.834;-380.823.653;São José, Poço Verde - SE, 49490-000, Brazil
22643;34250;3925005;-14.636.814.202.802.200;-395.523.042.559.244;UNIDADE DE SAUDE DA FAMILIA GIMA REVISON ALBANO GALVAO;TRAVESSA SANTA RITA;265;JARDIM CAJUEIRO;;45638000.0;BA;Coaraci;2016;5;-14.805.115;-392.683.221;R. Santa Rita, 265 - São Pedro, Itabuna - BA, 45606-310, Brazil
22648;34299;6170641;-9.884;-36.829;UNIDADE DE SAUDE DA FAMILIA ALECRIM;SITIO ALECRIM;S/N;ZONA RURAL;;57360000.0;AL;Girau do Ponciano;2016;5;-98.844.475;-368.314.537;Girau do Ponciano, State of Alagoas, 57360-000, Brazil
22654;34366;8005664;-662.155.866.622.906;-36.619.405.746.458.800;POSTO DE SAUDE ANTONIO INACIO;RUA GREGORIO MANOEL DA SILVA;0;ZONA RURAL;(84) 3471-9001;59360000.0;RN;Parelhas;2016;5;-66.858.425;-366.602.483;Parelhas, State of Rio Grande do Norte, 59360-000, Brazil
22657;34300;6170668;-9.884;-36.829;UNIDADE DE SAUDE DA FAMILIA PARANA;ASSENTAMENTO PARANA;S/N;ZONA RURAL;;57360000.0;AL;Girau do Ponciano;2016;5;-252.520.888;-520.215.415;State of Paraná, Brazil
22659;34188;2720485;-9.884;-36.829;UNIDADE DE SAUDE DA FAMILIA CALDEROES;SITIO CALDEROES;S/N;CENTRO;;57360000.0;AL;Girau do Ponciano;2016;5;-98.844.475;-368.314.537;Girau do Ponciano, State of Alagoas, 57360-000, Brazil
22661;34133;2135;-806.276.248.305.241;-348.889.419.445.777;US 221 PSF ILHA DE JOANEIRO;RUA MARECHAL DEODORO;688;CAMPO GRANDE;(81) 33556150;52031440.0;PE;Recife;2016;5;-8.035.720.399.999.990;-348.828.389;R. Mal. Deodoro, 688 - Campo Grande, Recife - PE, 52030-170, Brazil
22663;34397;2473747;-53.552.800.000.000.000;-361.305.852.719.426;POSTO DE AROEIRA;RUA CENTRAL;10;ZONA RURAL;35533043;59594000.0;RN;Jandaíra;2016;5;-53.524.995;-361.281.598;Jandaíra, RN, 59594-000, Brazil
22665;34126;2520621;-12.845.078.215.025.000;-390.840.148.984.065;USF JOSE RIBEIRO;RUA JOAO DA CRUZ MORAES;S/N;CENTRO;;44550000.0;BA;São Felipe;2016;5;-128.453.866;-390.946.611;R. João da Cruz Morais, São Felipe - BA, 44550-000, Brazil
22668;34232;3307697;-10.855;-37.126;US PARQUE NOSSA SENHORA DE FATIMA;LOT N SRA DE FATIMA;S/N;N SRA DE FATIMA;(79)21067400/08;49160000.0;SE;Nossa Senhora do Socorro;2016;5;-10.862.069;-371.268.594;R. Nossa Sra. de Fátima, Nossa Sra. do Socorro - SE, 49160-000, Brazil
22673;34292;6039057;-146.343.040.466.304;-395.573.472.976.673;UNIDADE DE SAUDE DA FAMILIA JAMILLY ALBANO GALVAO;RUA SAO LAZARO;1107;JOIA DO ALMADA;;45638000.0;BA;Coaraci;2016;5;-146.348.654;-395.572.804;R. São Lázaro, Coaraci - BA, 45638-000, Brazil
22676;34114;2480379;-60.384.249.687.193.000;-408.018.493.652.332;POSTO DE SAUDE DE SANTA MARIA;SANTA MARIA;S/N;DISTRITO;0;63650000.0;CE;Quiterianópolis;2016;5;349.530.337;-1.204.357.191;Santa Maria, CA, USA
22677;34131;2497719;-69.403.918.320.064.400;-389.769.908.769.444;UNIDADE BASICA DE SAUDE 3 SANTA VITORIA;SITIO SANTA VITORIA;S/N;CENTRO;5431123;63360000.0;CE;Aurora;2016;5;-6.889.799.099.999.990;-388.502.816;Santa Vitória, Aurora - CE, 63360-000, Brazil
22678;34195;2721805;-8.943.158.808.076.430;-35.660.963.718.096.500;UNIDADE BASICA SAUDE DA FAMILIA MARIA JOAQUINA;AVENIDA FLORIANO PEIXOTO;S/N;CENTRO;(82)2531156;57970000.0;AL;Novo Lino;2016;5;-89.414.819;-3.566.282;Av. Floriano Peixoto, Novo Lino - AL, 57970-000, Brazil
22685;34362;2380;-10.911;-37.071.999.999.999.900;US HUGO GURGEL COROA DO MEIO;RUA RENATO FONSECA OLIVEIRA;S/N;COROA DO MEIO;(79)3179-3300;49035710.0;SE;Aracaju;2016;5;-109.718.979;-37.043.228;R. Renato Fonseca de Oliveira - Coroa do Meio, Aracaju - SE, Brazil
22687;34192;2721430;-95.502;-3.738.346;PSF CACHOEIRINHA;SITIO;S/N;SITIO;;57445000.0;AL;São José da Tapera;2016;5;-95.576.571;-373.808.252;Av. Elísio Maia, São José da Tapera - AL, 57445-000, Brazil
22696;34388;2344351;-79.551.895;-3.620.395.001.714.570;UNIDADE DE SAUDE DA FAMILIA DO PARA;RUA INACIO MUNIZ;109;VILA DO PARA;(81)37312424;55194300.0;PE;Santa Cruz do Capibaribe;2016;5;-7.953.700.400.000.000;-3.621.454.629.999.990;R. Inácio Venturino, Santa Cruz do Capibaribe - PE, 55190-000, Brazil
22699;34327;6667880;-58.808.505.535.124;-359.342.837.333.669;SECRETARIA MUNICIPAL DE SAUDE DE RUY BARBOSA;RUA PEDRO COUTINHHO;S/N;CENTRO;;59420000.0;RN;Ruy Barbosa;2016;5;-58.794.699;-359.338.237;R. Pedro Coutinho, Ruy Barbosa - RN, 59420-000, Brazil
22700;34293;6039561;-391.179.800.033.558;-384.578.132.629.383;UBASF DE URUCUNEMA;RUA BEIRA RIO;S/N;URUCUNEMA;;61760000.0;CE;Eusébio;2016;5;-39.111.301;-384.565.575;R. Beira Rio - Urucunema, Eusébio - CE, 61760-000, Brazil
22705;34054;2321408;-710.359.454.154.948;-368.465.781.211.842;UBSF ABSOLON LEITE DA NOBREGA;RUA JOSE MACIEL DE SOUZA;351;CENTRO;8334241044;58650000.0;PB;Salgadinho;2016;5;-7.103.751;-36.846.944;R. José Maciel de Souza, 351 - Salgadinho, PB, 58650-000, Brazil
